Address,Count
444 LUMSDEN AVE,253
452 BATHURST ST,253
SIMPSON AVE,253
GREENWOOD AVE,253
41 DUNDONALD ST,253
250 DAVENPORT RD,253
MCGILL ST,252
100 HIGH PARK AVE,252
KITCHENER AVE,252
230 OAK ST,252
95 THE ESPLANADE,252
135 YORKVILLE AVE,252
15 POYNTZ AVE,251
1 MICHAEL POWER PL,251
444 ADELAIDE ST W,251
49 EAST LIBERTY ST,251
40 COLLEGE ST,251
11 SELBY ST,251
168 SIMCOE ST,251
3636 BATHURST ST,250
3401 DUFFERIN ST,250
25 THE ESPLANADE,250
18 HARBOUR ST,250
200 VICTORIA ST,249
15 QUEENS QUAY E,249
75 EMMETT AVE,249
666 SPADINA AVE,249
42 OVERLEA BLVD,249
625 QUEEN ST W,249
140 WINEVA AVE,249
GILLARD AVE,249
26 WELLINGTON ST E,248
51 HANNA AVE,248
6 TIPPETT RD,248
121 SCOLLARD ST,248
SHAWBRIDGE AVE,248
25 CARLTON ST,247
8 ELM ST,247
1169 QUEEN ST W,247
PERTH AVE,246
44 ST JOSEPH ST,246
17 GLEN MORRIS ST,246
20 THOMAS RILEY RD,246
101 DAVENPORT RD,246
120 FRONT ST E,245
185 SPADINA AVE,245
475 MACPHERSON AVE,245
165 SPADINA AVE,245
1090 DON MILLS RD,245
2464 WESTON ROAD,245
35 FOUNTAINHEAD RD,244
SCADDING AVE,244
388 CARLAW AVE,244
225 VILLAGE GREEN SQ,244
2580 KIPLING AVE,244
495 WELLINGTON ST W,244
47 COLBORNE ST,243
44 CHARLES ST W,243
507 COLLEGE ST,243
SCOLLARD ST,242
15 BEVERLEY ST,242
426 UNIVERSITY AVE,242
15 ORTON PARK RD,242
99 CAMERON ST,242
FRONT ST W,241
7 NORTON AVE,241
120 YORK ST,241
3000 DUFFERIN ST,241
357 QUEEN ST W,241
PHIPPS ST,241
6 VENA WAY,240
190 JOHN ST,240
2 PORTLAND STREET,240
411 DUPLEX AVE,240
201 VAN HORNE AVE,240
32 EDWARD ST,240
300 MANITOBA ST,240
80 YORKVILLE AVE,240
252 VICTORIA ST,240
3145 LAKE SHORE BLVD W,240
105 SUNNYSIDE AVE,240
52 FOREST MANOR RD,239
165 BARRINGTON AVE,239
1311 ST CLAIR AVE W,239
45 CHARLES ST E,239
361 FRONT ST W,239
146 HARRISON STREET,239
12 YORK ST,238
LENNOX ST,238
76 PEARL ST,238
141 DAVISVILLE AVE,238
720 TRETHEWEY DR,238
339 COLLEGE ST,238
364 THE EAST MALL,237
33 VICTORIA ST,237
3 ELM ST,237
1A RICHVIEW ROAD,237
180 DANFORTH AVE,237
53 THORNCLIFFE PARK DR,237
15 FORT YORK BLVD,236
474 WELLINGTON ST W,236
ABELL ST,236
1010 YONGE STREET,236
1800 SHEPPARD AVE E,236
25 TOWN CENTRE CRT,236
650 CHURCH ST,236
55 LISGAR ST,236
25 FERRIER AVE,236
437 RONCESVALLES AVE,235
621 QUEEN ST W,235
LITTLE NORWAY CRES,235
36 TORONTO ST,235
29 IRWIN AVE,235
220 OAK ST,235
33 DRAPER ST,235
100 HALSEY AVE,234
25 MABELLE AVE,234
74 CLINTON STREET,234
575 MORTIMER AVE,234
35 BELLEVUE AVENUE,233
PORTLAND ST,233
165 DALHOUSIE ST,233
106 BEVERLEY ST,233
20 ST PATRICK ST,233
500 REXDALE BLVD,232
PRINCE ARTHUR AVE,232
16 ST JOSEPH ST,232
4841 YONGE ST,232
59 OSSINGTON AVE,232
59 HAYDEN ST,231
3395 WESTON RD,231
388 RICHMOND ST W,231
415 JARVIS ST,231
KEWBEACH AVE,231
77 HUNTLEY ST,230
20 NEW HEIGHTS CRT,230
116 YORKVILLE AVE,230
300 HURON ST,230
1820 BLOOR ST W,229
40 MURRAY ST,229
110 CARRIER DRIVE,229
5 HAZELTON AVE,229
115 MCMAHON DR,228
16 BONNYCASTLE ST,228
629 QUEEN ST W,228
292 BRUNSWICK AVE,228
400 INDIAN ROAD,228
17 BROADWAY AVE,228
346 QUEEN ST W,228
23 BEDFORD PARK AVENUE,228
5 ROWNTREE RD,228
ST MARY ST,228
604 KING ST W,228
85 ST NICHOLAS ST,228
1968 BLOOR ST W,227
639 QUEEN ST W,227
6 SPRING GARDEN AVE,227
132 FRONT ST E,227
50 REGENT PARK BLVD,226
150 LONG BRANCH AVE,226
82 PETER ST,226
22 COLLEGE ST,226
2225 LAKE SHORE BLVD. WEST,226
27 RONCESVALLES AVE,226
53 MUTUAL ST,226
365 BAY MILLS BLVD,226
351 KEELE STREET,226
10 EMPRESS AVE,226
99 QUEEN ST E,225
4020 DUNDAS ST W,225
70 DAN LECKIE WAY,225
524 QUEEN ST W,225
PAPE AVE,225
18 PANORAMA CRT,225
1010 YONGE ST,225
105 LA ROSE AVE,224
80 ALTON TOWERS CRCL,224
33 LOMBARD ST,224
OSSINGTON AVE,224
1117 DUNDAS STREET WEST,224
60 JOE SHUSTER WAY,223
225 SHERWAY GARDENS RD,223
31 ALEXANDER ST,223
66 FIFTEENTH ST,223
1575 LAKE SHORE BOULEVARD WEST,223
625 THE WEST MALL,223
78 HOLLY ST,223
2161 QUEEN ST E,223
101 HUMBER COLLEGE BLVD,223
26 OLIVE AVE,223
2000 SHEPPARD AVE W,223
103 PARKWAY FOREST DR,222
200 ELIZABETH ST,222
245 CHURCH ST,222
50 CAMBRIDGE AVE,222
40 HOMEWOOD AVE,222
10 KINGSDALE AVE.,222
195 BARRINGTON AVE,222
88 PARKMOUNT RD,221
2240 LAKE SHORE BLVD W,221
6 SHERWOOD AVENUE,221
1445 BATHURST STREET,221
60 CHURCH ST,221
333 SIDNEY BELSEY CRES,221
SHANK ST,221
69 DUNCAN ST,220
15 MAITLAND PL,220
26 FIELDWAY RD,220
1255 THE QUEENSWAY,220
1 ALBERT ST,220
2150 LAWRENCE AVE E,220
40 GERRARD ST E,219
41 FRASER AVE,219
11 LILLIAN ST,219
69 BOND ST,219
130 KING ST W,218
84 MERRICK ST,218
141 GREENLAW AVE,217
230 GOSFORD BLVD,216
HIGH PARK AVE,216
160 FLEMINGTON RD,216
35 BELLEVUE AVE,216
159 DUNDAS ST E,216
439 UNIVERSITY AVE,216
3580 LAKESHORE BLVD W,216
55 BREMNER BLVD,215
70 BOND ST,215
190 WOOLNER AVE,215
955 LAKE SHORE BLVD W,215
9 EMERSON AVE,215
NAIRN AVE,214
351 WALLACE AVE,214
501 ADELAIDE ST E,213
24 EVA RD,213
320 MCCOWAN RD,213
HIGHFIELD RD,213
100 CUMBERLAND ST,213
50 ANN O'REILLY RD,213
3735 DUNDAS ST W,213
25 TRANSIT ROAD,213
25 TELEGRAM MEWS,213
25 BEDFORD RD,213
5460 YONGE ST,212
410 ADELAIDE ST W,212
2650 LAWRENCE AVE E,212
9 SULTAN ST,212
171 SPADINA AVE,212
4 SPADINA RD,212
88 COLGATE AVE,212
101 CHARLES ST E,212
FIRST AVE,212
SHERIDAN AVE,211
1 WILLINGDON BLVD,211
351 QUEEN ST W,211
77 FINCH AVE E,211
76 SHUTER ST,211
35 LAWREN HARRIS SQ,211
110 PARKWAY FOREST DR,211
13 POLSON ST,210
36 GREENFIELD AVE,210
72 GAMBLE AVE,210
160 EGLINTON AVE E,210
75 CANTERBURY PL,210
180 DOVERCOURT RD,210
98 THE ESPLANADE,210
320 DANFORTH AVE,210
10 ROANOKE RD,210
33 WOOD ST,210
38 STEWART ST,209
190 BOROUGH DR,209
169 FORT YORK BLVD,209
LISGAR ST,209
19 JACKMAN AVE,209
9 EMERSON AVENUE,209
51 ABERDEEN AVENUE,209
1 MASSEY SQ,209
17 ZORRA ST,208
45 CARLTON ST,208
325 WESTON RD,208
1345 ST CLAIR AVE W,208
CHAPLIN CRES,208
88 COLLEGE ST,208
4301 KINGSTON RD,208
INDIAN RD,208
PARKDALE RD,208
150 CHARLES ST W,207
20 PRINCE ARTHUR AVE,207
1 DE BOERS DR,207
115 BOND ST,207
139 CHURCH ST,207
WALMER RD,206
366 ADELAIDE ST E,206
MADISON AVE,206
825 CHURCH ST,206
4700 KEELE  ST,205
120 SUBWAY CRES,205
585 UNIVERSITY AVE,205
36 HOWARD PARK AVE,205
EMPRESS AVE,205
BRENTWOOD RD S,205
121 PARKWAY FOREST DRIVE,205
1180 ST CLAIR AVE W,205
111 CHESTNUT ST,205
6040 BATHURST ST,205
3250 BLOOR ST W,204
195 BONIS AVE,204
3 GLAMORGAN AVE,204
20 GAMBLE AVE,204
30 HANNA AVE,204
160 CHESTER LE BLVD,204
12 WILLINGDON BOULEVARD,204
2575 DANFORTH AVE,203
200 SIR WILLIAM HEARST AVE,203
1655 DUPONT ST,203
18 KEMPFORD BLVD,203
44 BALLIOL ST,203
670 PAPE AVENUE,202
745 OSSINGTON AVE.,202
5 EVERSON DR,202
2400 DUNDAS ST W,202
325 CHURCH ST,202
1 VENDOME PL,202
1174 ST CLAIR AVE W,202
4400 JANE ST,201
ST GERMAIN AVE,201
70 FRASER AVE,201
3 ELMHURST AVE,201
18 SPRING GARDEN AVE,201
65 ST MARY ST,201
387 QUEEN ST W,200
415 WILLIAM R ALLEN RD,200
210 WOOLNER AVE,200
557 PALMERSTON AVE.,200
555 UNIVERSITY AVE,200
8 CHARLOTTE ST,200
1030 KING STREET WEST,200
171 FRONT ST E,200
12 ARNOLD ST,200
33 DAVISVILLE AVE,200
400 WALMER RD,200
51 TRAILRIDGE CRES,199
133 WYNFORD DR,199
31 HILLSDALE AVE E,199
CARLTON ST,199
KEMPFORD BLVD,199
3401 DUFFERIN STREET,199
29 SOUTH STATION ST,199
225 SACKVILLE ST,199
12 WILLINGDON BLVD,199
10 ASHBRIDGES BAY PARK RD,199
620 KING ST W,199
30 FRASER AVE,198
1231 ST CLAIR AVE W,198
20 DELISLE AVE,198
95 REDPATH AVE,198
16 CARLUKE CRES,198
3 MARINE PARADE DR,198
120 CUMBERLAND ST,198
366 THE EAST MALL,198
399 QUEEN ST W,197
32 STEWART ST,197
121 PARKWAY FOREST DR,197
EAGLE RD,197
77 RANKIN CRES,197
21 NELSON ST,196
77 EAST DON ROADWAY,196
77 DUNFIELD AVE,196
3351 ELLESMERE RD,196
17 LASCELLES BLVD,196
2 TORONTO ST,196
200 BALLIOL ST,195
45 SOUTHPORT ST,195
385 PACIFIC AVENUE,195
200 WELLESLEY ST E,195
185 FREDERICK ST,195
215 MAVETY ST,195
51 ALEXANDER ST,195
118 CUMBERLAND ST,194
O'KEEFE LANE,194
ASSINIBOINE RD,194
39 QUEENS QUAY E,194
3 PARK HOME AVE,194
39 BIRCHVIEW BLVD,194
321 ASSINIBOINE RD,193
GZOWSKI BLVD,193
100 GLOUCESTER ST,193
237 VICTORIA ST,193
IRWIN AVE,193
608 RICHMOND ST W,193
66 WALPOLE AVE,193
85 PEARS AVE,193
31 ELM ST,192
3389 STEELES AVE EAST,192
ROXTON RD,192
1599 BAYVIEW AVE,192
570 WELLINGTON ST W,192
18 EDWARD ST,192
ROBERTSON CRES,192
LOWER COXWELL AVE,192
20 FALSTAFF AVE,192
261 JARVIS ST,192
196 SPADINA AVE,192
80 HARRISON GARDEN BLVD,191
35 FRONT ST E,191
2315 SHEPPARD AVENUE WEST,191
75 GOSFORD BLVD,191
7 APPLEWOOD LANE,191
10 ALFORD CRES,191
91 FRONT ST E,191
2 SUSSEX AVE,191
145 LONG BRANCH AVE,191
135 ISABELLA ST,191
5 MARINE PARADE DR,190
50 JOE SHUSTER WAY,190
4801 KEELE ST,190
DOURO ST,190
2055 ELLESMERE RD,190
2200 JANE ST,190
985 COXWELL AVE,190
PALMERSTON AVE,190
425 QUEEN ST W,190
132 CUMBERLAND ST,190
44 WILLOWRIDGE RD,190
800 FLEET ST,189
2451 DANFORTH AVE,189
89 MCGILL ST,189
205 FREDERICK ST,189
93 PETER ST,189
27 QUEEN ST E,189
28 LINDEN ST,188
10 ST LAWRENCE ST,188
3199 LAKESHORE BLVD W,188
55 DE BOERS DR,188
45 HAZELTON AVE,188
210 VICTORIA ST,188
FOSTER PL,188
135 TYNDALL AVE,188
1 WOOD ST,188
707 DUNDAS ST W,188
2040 DON MILLS RD,188
1 SNOOKER ST,188
2501 VICTORIA PARK AVE,188
255 MC CAUL ST,188
50 EAST LIBERTY ST,188
155 TRANSWAY CRES,187
43 HAZELTON AVE,187
2739 VICTORIA PARK AVE,187
3 SUMMERLAND TERRACE,187
269 COXWELL AVE,187
6171 BATHURST ST,187
3479 ST CLAIR AVE E,186
365 BLOOR ST E,186
4685 YONGE ST,186
3947 LAWRENCE AVE E,186
20 DE BOERS DRIVE,186
CARROLL ST,186
LOTHIAN AVE,186
545 KING ST W,185
242 QUEEN ST W,185
GOULD ST,185
16 RIVERVIEW GARDENS,185
221 VICTORIA ST,185
17 ANNDALE DR,185
7 NORTON AVENUE,185
1530 DANFORTH AVE,184
238 MUTUAL ST,184
ST JOSEPH ST,184
101 MCGILL ST,184
443 ADELAIDE ST W,184
ST LUKE LANE,184
75 BREMNER BLVD,184
50 MERTON ST,184
CLINTON ST,184
40 SOUTH STATION ST,184
14 BROADWAY AVE,184
375 KING ST W,184
3190 KINGSTON RD,184
383 SORAUREN AVE,183
489 COLLEGE ST,183
510 KING ST E,183
1051 QUEEN ST W,183
400 INDIAN RD,183
6 SHERWOOD AVE,183
4 SPADINA ROAD,183
HOSKIN AVE,182
935 EGLINTON AVE W,182
23 ELM ST,182
172 OSSINGTON AVE,182
1612 DANFORTH AVE,182
74 THE ESPLANADE,182
485 SHUTER ST,182
475 THE WEST MALL,181
5 SHADY GOLFWAY,181
20 BRIN DR,181
220 MANITOBA ST,181
190 ELIZABETH ST,181
25 ORDNANCE ST,181
25 FOUR WINDS DR,181
88 PARK LAWN RD,181
30 SHORE BREEZE DR,181
270 WELLINGTON ST W,181
66 GEORGE ST,181
328 QUEEN ST W,181
557 PALMERSTON AVE,181
14 COLLEGE ST,180
125 BREMNER BLVD,180
1166 BAY ST,180
86 NELSON ST,180
101 GRANGEWAY AVE.,180
8 AVON PARK DR,180
CHARLES ST W,180
30 CHARLES ST E,179
163 DAN LECKIE WAY,179
11 HILLSDALE AVE E,179
141 GREENLAW AVENUE,179
50 TRUDELLE ST,179
42 HELENDALE AVE,179
7 WALKER AVE,179
39 POLSON ST,178
637 LAKE SHORE BLVD W,178
6 ST JOSEPH ST,178
14 ELGIN AVE,178
188 CUMBERLAND ST,178
242 DANFORTH AVENUE,178
BERNARD AVE,178
108 CHESTNUT ST,178
513 KING ST E,178
18 MILLWOOD RD,178
206 AUGUSTA AVE,178
1990 BLOOR ST W,177
10 SUMMERHILL AVE,177
146 HARRISON ST,177
6 ELLERBECK ST,177
315 QUEEN ST W,177
30 GILDER DR,177
40 ALEXANDER ST,177
218 DUNDAS ST E,177
50 ALEXANDER ST,177
3199 LAKE SHORE BLVD W,176
29 SINGER CRT,176
20 CARLUKE CRES,176
290 ADELAIDE ST W,176
3 EVERSON DR,176
1132 LESLIE ST,176
270 GEORGE ST,176
1470 MIDLAND AVE,176
6 GLAMORGAN AVE,176
220 WOOLNER AVE,176
700 UNIVERSITY AVE,176
268 RHODES AVE,176
701 WARDEN AVE,176
2085 ISLINGTON AVE,175
49 MABELLE AVE,175
DAVENPORT RD,175
THOMPSON AVE,175
40 GORDONRIDGE PL,175
BELLAIR ST,175
111 ST CLAIR AVE W,175
816 LANSDOWNE AVENUE,175
260 RICHMOND ST W,175
70 HIGH PARK AVE,174
5 NEEDLE FIRWAY,174
2 HEDGE END RD,174
114 MAITLAND ST,174
51 BERNARD AVE,174
12 SUDBURY ST,174
81 ST MARY ST,174
2550 VICTORIA PARK AVE,173
184 PEARL ST,173
GRENADIER RD,173
5 FAIRSIDE AVE,173
399 ADELAIDE ST W,173
25 GROSVENOR ST,173
1670 BAYVIEW AVE,173
219 FRONT ST E,173
625 KING ST W,173
10 CHICHESTER PL,172
GORE VALE AVE,172
942 YONGE STR,172
22 ST THOMAS ST,172
22 CLOSE AVE,172
55 TWYN RIVERS DR,172
2 ANNDALE DR,172
36 STADIUM RD,172
33 EMPRESS AVE,172
52 STEWART ST,172
20 HANNA AVE,172
32 TROLLEY CRES,172
1128 QUEEN ST W,172
335 DRIFTWOOD AVE,171
CHERRY ST,171
84 CARLTON ST,171
2468 EGLINTON AVE W,171
45 ST LAWRENCE ST,171
517 WELLINGTON ST W,171
MOUNT PLEASANT RD,171
995 BAY ST,171
350 ALTON TOWERS CRCL,171
172 JOHN ST,171
ZAPPACOSTA DR,171
238 ALBION ROAD,171
75 DOWLING AVE,170
252 BLOOR ST W,170
15 LA ROSE AVENUE,170
75 PRINCE ARTHUR AVE,170
80 VANAULEY ST,170
2006 QUEEN ST E,170
65 THORNCLIFFE PARK DR,170
1541 BAYVIEW AVE,170
3237 BAYVIEW AVE,170
93 OSSINGTON AVE,170
LAPPIN AVE,170
22 EDWARD ST,170
2054 DANFORTH AVE,170
6161 BATHURST ST,170
20 ORCHID PLACE DR,170
141 QUEEN ST E,170
7 LORRAINE DR,170
1875 MARTIN GROVE RD,169
88 CHARLES ST E,169
23 VALPARAISO AVE,169
3 DUPLEX AVE,169
120 DALLIMORE CRCL,169
745 OSSINGTON AVE,169
3231 EGLINTON AVE E,169
2125 LAWRENCE AVE W,169
755 OAKDALE RD,169
130 WIDDICOMBE HILL BOULEVARD,169
260 YORKLAND BLVD,169
825 QUEEN ST W,169
339 LIPPINCOTT ST,169
750 BLOOR ST W,169
3 REAN DR,169
170 SUMACH ST,169
65 WESTERN BATTERY RD,168
800 FLEET STREET,168
TEMPERANCE ST,168
DUNDAS SQ,168
327 QUEEN ST W,168
85 PORTLAND ST,167
5 DUFRESNE CT,167
2 VENA WAY,167
4000 LESLIE ST,167
20 BALDWIN ST,167
128 SHERIDAN AVE,167
120 VARNA DR,167
55 GERRARD ST W,167
20 TEESDALE PLACE,167
14 CARLUKE CRES,166
110 THE ESPLANADE,166
GRANGE AVE,166
60 BERWICK AVE,166
2020 DON MILLS RD,166
761 KING ST W,166
35 BRIAN PECK CRES,166
85 WELLESLEY ST E,166
421 QUEEN ST W,166
192 SPADINA AVE,166
1179 QUEEN ST W,166
LANSDOWNE AVE,166
2999 JANE ST,166
35 THORNCLIFFE PARK DR,165
112 YORKVILLE AVE,165
101 EMMETT AVE,165
120 RAGLAN AVE,165
68 BROADVIEW AVE,164
41 CHARLES ST W,164
20 ROSELAWN AVE,164
309 ASSINIBOINE RD,164
163 CHURCH ST,164
46 EAST LIBERTY ST,164
5791 YONGE ST,164
CONNOLLY ST,164
1442 LAWRENCE AVE W,163
573 GERRARD STREET EAST,163
363 ADELAIDE ST WEST,163
89 DUNFIELD AVE,163
RYERSON AVE,163
65 DUNCAN ST,163
10 TEESDALE PLACE,163
19 SPADINA RD,163
10 GIBBS RD,163
141 ISABELLA ST,163
VANDERHOOF AVE,163
1215 DUNDAS ST E,163
1001 SHEPPARD AVE E,162
25 MAITLAND ST,162
2200 JANE STREET,162
105 WEST LODGE AVE,162
38 GRAND MAGAZINE ST,162
10 MACEY AVE,162
430 ADELAIDE ST W,162
650 MOUNT PLEASANT RD,162
829 QUEEN ST W,161
38 HOWARD PARK AVE,161
128 AVENUE RD,161
55 ST CLAIR AVE W,161
515 KINGBIRD GRV,161
1 REAN DR,161
10 MORRISON ST,161
WYATT AVE,161
1709 BLOOR ST W,161
2757 KIPLING AVE,161
160 ERSKINE AVE,161
1299 DANFORTH RD,161
30 CHURCH ST,161
108 CUMBERLAND ST,161
1971 QUEEN ST E,161
1369 BLOOR ST W,161
35 APPLEWOOD LN,160
37 GROSVENOR ST,160
75 THE DONWAY W,160
363 ADELAIDE ST W,160
90 BROADVIEW AVE,160
500 KING ST W,160
483 QUEEN ST W,160
BARTON AVE,160
725 KING ST W,160
33 WILLCOCKS ST,160
80 ST PATRICK ST,160
425 UNIVERSITY AVE,160
745 DANFORTH AVE,160
105 MC CAUL ST,160
3018 YONGE ST,159
149 OSSINGTON AVE,159
334 ADELAIDE ST W,159
GREENFIELD AVE,159
2470 EGLINTON AVE W,159
71 EDWARD ST,159
255 CONSUMERS RD,159
136 AVENUE RD,159
158 BOROUGH DRIVE,159
150 BLOOR ST W,159
253 SPADINA AVE,159
115 BLUE JAYS WAY,159
555 COLLEGE ST,159
45 FORTY SECOND ST,159
137 BOND ST,158
11 RUDDINGTON DR,158
6061 YONGE STREET,158
TOLMAN ST,158
430 FRONT ST E,158
113 OSSINGTON AVE,158
832 BAY ST,158
504 WELLINGTON ST W,158
15 GRENVILLE ST,158
11 GRENVIEW BLVD,158
140 CARLTON ST,158
661 GERRARD ST E,158
18 YORKVILLE AVE,158
10 NELSON ST,158
35 ORMSKIRK AVE,158
700 ONTARIO ST,157
18 STAFFORD ST,157
44 LONGBOURNE DRIVE,157
GARDEN AVE,157
GLENDALE AVE,157
68 GRANGEWAY AVE,157
28 FREELAND ST,157
5 DUFRESNE CRT,157
25 ADRA GRADO WAY,157
1219 ST CLAIR AVE W,156
17 ELM ST,156
60 TANNERY RD,156
52 MCGILL ST,156
17 BARBERRY PL,156
17 HENNING AVE,156
26 GERRARD ST E,156
8 LEE CENTRE DR,156
PARKBOROUGH BLVD,155
44 OSSINGTON AVE,155
3120 LAKE SHORE BLVD W,155
20 ZACHARY CRT,155
7 BREADALBANE ST,155
549 YONGE ST,155
WESTMINSTER AVE,155
3091 DUFFERIN ST,155
66 BOND ST,155
ADELAIDE ST E,155
2121 LAKE SHORE BLVD W,154
545 LAKE SHORE BLVD W,154
371 BLOOR ST W,154
50 HILLSBORO AVE,154
1239 DUNDAS ST W,154
1900 EGLINTON AVE E,154
35 HUNTLEY ST,154
100 UNWIN AVE,154
200 QUEENS QUAY E,154
35 VALLEY WOODS RD,154
24 GLENDALE AVE,154
131 JEFFERSON AVE,154
3885 YONGE STREET,154
AVENUE RD,153
19 SPADINA ROAD,153
151 VILLAGE GREEN SQ,153
145 NEPTUNE DR,153
38 ELLERSLIE AVE,153
10 EDMUND AVE,153
135 ANTIBES DR,153
77 GOUGH AVE,153
ADOBIGOK PTWY,153
29 MC CAUL ST,153
348 WELLINGTON ST W,153
90 EGLINTON AVE E,153
10 EMPRINGHAM DR,153
293 SPADINA AVE,153
170 WILLOWDALE AVE,153
OUTLOOK AVE,152
20 WELLINGTON ST E,152
149 CHURCH ST,152
579 RICHMOND ST W,152
181 VILLAGE GREEN SQ,152
337 QUEEN ST W,152
40 SOUDAN AVE,152
LAKE SHORE BLVD W,152
11 FINCH AVE W,152
381 FRONT ST W,152
474 FRONT ST E,152
22 SHEPPARD ST,152
51 ABERDEEN AVE,152
607 QUEEN ST W,152
1780 ALBION RD,152
GRANBY ST,152
330 ADELAIDE ST E,152
310 DANFORTH AVE,152
65 BREMNER BLVD,152
259 JARVIS ST,152
35 FOUR WINDS DR,152
10 SCRIVENER SQ,151
910 QUEENS PLATE DR,151
LONSDALE RD,151
114 CHURCH ST,151
480 ADELAIDE ST W,151
BRUNSWICK AVE,151
136 BROADVIEW AVE,151
ORCHARD VIEW BLVD,151
25 FONTENAY CRT,151
369 SORAUREN AVE,151
42 HARBORD ST,151
629 KING ST W,151
254 QUEEN ST W,151
4190 FINCH AVE E,151
100 DEVONSHIRE PL,151
31 PRINCESS ST,150
THOMPSON ST,150
151 YORKLAND BLVD,150
2277 SHEPPARD AVE W,150
50 GEORGE BUTCHART DR,150
55 REGENT PARK BLVD,150
101 PARLIAMENT ST,150
BREADALBANE ST,150
127 QUEEN ST E,150
335 LONSDALE RD,150
ROXBOROUGH ST E,150
433 ROGERS RD,149
1007 BRIMLEY RD,149
2 SHEPPARD AVE E,149
64 PRINCE ARTHUR AVE,149
801 KING ST W,149
340 CHURCH ST,149
17 CHURCH ST,149
1154 WILSON AVE,149
105 SPADINA AVE,149
1609 EGLINTON AVENUE WEST,149
96 GERRARD ST E,149
106 FRONT ST E,149
385 QUEEN ST W,149
318 RICHMOND ST W,149
600 REXDALE BOULEVARD,149
2425 BLOOR ST W,149
12 LOWTHER AVE,148
326 CARLAW AVE,148
30 CARRIER DRIVE,148
112 MERTON ST,148
65 GEORGE APPLETON WAY,148
1544 DANFORTH AVE,148
RUSSETT AVE,148
100 EMMETT AVE,148
137 LINDYLOU RD,148
14 FULLER AVE,148
LAUDER AVE,148
TRINITY ST,148
1735 KIPLING AVE,148
299 ASSINIBOINE RD,148
551 THE WEST MALL,148
50 WELLESLEY ST E,148
HOLLY ST,148
366 SPADINA AVE,148
BEACONSFIELD AVE,147
33 ST JOSEPH ST,147
4751 LESLIE ST,147
20 CARLTON ST,147
3170 LAKESHORE BLVD W,147
40 HANNA AVE,147
3 EVERSON DRIVE,147
376 CLINTON ST,147
1117 DUNDAS ST W,147
800 ADELAIDE ST W,147
55 OAKMOUNT RD,147
2007 EGLINTON AVE E,147
94 THE ESPLANADE,147
105 MUTUAL ST,147
33 GERRARD ST E,147
10 ASHTONBEE RD,147
1289 DUNDAS ST W,146
350 WELLINGTON ST W,146
4968 YONGE ST,146
SUMACH ST,146
349 CARLAW AVE,146
10 CHICHESTER PLACE,146
136 BROADVIEW AVENUE,146
555 KING ST W,146
47 FRASER AVE,146
320 TWEEDSMUIR AVE,146
95 GROSVENOR ST,146
160 HORNER AVE,145
45 OSSINGTON AVE,145
2 ST CLAIR AVE W,145
18 OSSINGTON AVE.,145
188 SPADINA AVE,145
1 PALACE PIER CRT,145
730 ST CLARENS AVE,145
80 JOE SHUSTER WAY,145
620 CHURCH ST,145
330 DIXON RD,145
81 FRONT ST E,145
250 JARVIS ST,144
40 GOUGH AVE,144
81 ISABELLA ST,144
1 WEBSTER AVE,144
AUGUSTA AVE,144
MARKET ST,144
60 ST PATRICK ST,144
165 YORK ST,144
2960 DON MILLS RD,144
1273 ST CLAIR AVE W,144
2 SNOOKER ST,144
MOLSON ST,144
350 GRANDRAVINE DR,144
1 ROWNTREE RD,144
970 LAWRENCE AVE W,144
263 DIXON RD,144
2522 KEELE STREET,144
468 WELLINGTON ST W,144
65 SCADDING AVE,144
132 ST PATRICK ST,144
DURIE ST,144
79 WELLINGTON ST W,144
DEFRIES ST,144
20 YELLOWSTONE ST,144
8 COLBORNE ST,144
9 BONAR PLACE,144
490 FRONT ST E,143
628 DANFORTH AVE,143
35 CHURCH ST,143
363 QUEEN ST W,143
83 SCOLLARD ST,143
MATILDA ST,143
JOE SHUSTER WAY,143
64 DUNCANNON DR,143
150 FAIRVIEW MALL DR,143
180 BLOOR ST W,143
110 AVENUE RD,143
100 BILLY BISHOP WAY,143
400 KEELE STREET,142
96 DENISON AVE,142
100 ROWENA DR,142
4062 LAWRENCE AVE E,142
77 LOMBARD ST,142
COOPERAGE ST,142
73 REGENT PARK BLVD,142
9 IRWIN AVE,142
1019 SHEPPARD AVE E,142
5 FISHERVILLE RD,142
WALNUT AVE,142
300 CAMPBELL AVE,142
500 MURRAY ROSS PKWY,142
HARRISON ST,142
50 TOWN CENTRE CRT,142
38 ST PATRICK ST,141
BRANDON AVE,141
12 BEXHILL CRT,141
12 NELSON ST,141
170 YORK ST,141
54 FRASER AVE,141
174 ORCHARD VIEW BLVD,141
10 HOUSEY ST,141
40 LOWER RIVER ST,141
30 HAYDEN ST,141
389 SPADINA AVE,141
76 CHARLES ST W,141
60 ADELAIDE ST E,141
5 SAN ROMANO WAY,141
2547 WESTON RD,141
573 QUEEN ST W,140
2 CAWTHRA SQ,140
67 CARROLL ST,140
593 QUEEN ST W,140
31 PHIPPS ST,140
30 COLLEGE ST,140
88 REDPATH AVE,140
35 ROLLING MILLS RD,140
11 ELDON AVE,140
341 OAKWOOD AVE.,140
26 ST JOSEPH ST,140
136 EDWARD ST,140
FIFTH ST,140
686 QUEEN ST W,140
260 SACKVILLE ST,140
3014 BLOOR ST W,140
